93992000,,
83009000,,89861746.67
82511000,,
84511000,,
84511000,,
82510000,,
72511000,,
82512000,,
83509000,,
69509000,,
85512000,,
83011000,,
91012000,,
64508000,,
85511000,,
85011000,,
84011000,,
85011000,,
95012000,,
84009000,,
84011000,,
85011000,,
72008000,,
83511000,,
76707000,,
83011000,,
65507000,,
88011000,,
84013000,,
83009000,,
91513000,,
65509000,,
85511000,,
85511000,,
85510000,,
91512000,,
96513000,,
84511000,,
83510000,,
68009000,,
85511000,,
85012000,,
92853000,,
84011000,,
84511000,,
70577000,,
84009000,,
85013000,,
94012000,,
86511000,,
84510000,,
87510000,,
86512000,,
84511000,,
96513000,,
84511000,,
86511000,,
86011000,,
66508000,,
67509000,,
95511000,,
86012000,,
84511000,,
89510000,,
87513000,,
86011000,,
93512000,,
86511000,,
87512000,,
87011000,,
86010000,,
86511000,,
103014000,,
86511000,,
69009000,,
87512000,,
86511000,,
86011000,,
96012000,,
85355000,,
88027000,,
91510000,,
86511000,,
87013000,,
96031000,,
87513000,,
69507000,,
88513000,,
70979000,,
86511000,,
98014000,,
87511000,,
87512000,,
88510000,,
86011000,,
89011000,,
95513000,,
88011000,,
87011000,,
92012000,,
89012000,,
89510000,,
95514000,,
87011000,,
70509000,,
89011000,,
87511000,,
88012000,,
99513000,,
89011000,,
87511000,,
88512000,,
89510000,,
89513000,,
95070000,,
89010000,,
89512000,,
93513000,,
89010000,,
88513000,,
109514000,,
87512000,,
88512000,,
91510000,,
88513000,,
88511000,,
98513000,,
87511000,,
89511000,,
91012000,,
88512000,,
89011000,,
99011000,,
88610000,,
89512000,,
94511000,,
90012000,,
88012000,,
97012000,,
89011000,,
90012000,,
90512000,,
89011000,,
90010000,,
102015000,,
90511000,,
90012000,,
91512000,,
90512000,,
89011000,,
97512000,,
90512000,,
90012000,,
93512000,,
90012000,,
95012000,,
99025000,,
90997000,,
89012000,,
91513000,,
84011000,,
90012000,,
100012000,,
90012000,,
91012000,,
91012000,,
101012000,,
88012000,,
99013000,,
89510000,,
91513000,,
95012000,,
90512000,,
89011000,,
97512000,,
90513000,,
92010000,,
91070000,,
92013000,,
90511000,,
102514000,,
83509000,,
90512000,,
90567000,,
90512000,,
89511000,,
98512000,,
90512000,,
91512000,,
110514000,,
80510000,,
90513000,,
98513000,,
90012000,,
90512000,,
93011000,,
92011000,,
91013000,,
102013000,,
91012000,,
90011000,,
94513000,,
83510000,,
89511000,,
98517000,,
89508000,,
90012000,,
93510000,,
91513000,,
90543000,,
100515000,,
91511000,,
95011000,,
93512000,,
92254000,,
91012000,,
102013000,,
90514000,,
90511000,,
93012000,,
91012000,,
93011000,,
98514000,,
83009000,,
93513000,,
94512000,,
91012000,,
91510000,,
98514000,,
90012000,,
91012000,,
91512000,,
92012000,,
90012000,,
101013000,,
92510000,,
90511000,,
93014000,,
90510000,,
90513000,,
100013000,,
91510000,,
92513000,,
97013000,,
85011000,,
91511000,,
111014000,,
83512000,,
91510000,,
92013000,,
91512000,,
90012000,,
102011000,,
92013000,,
91012000,,
91012000,,
91512000,,
92010000,,
99514000,,
91511000,,
92513000,,
96513000,,
91512000,,
92511000,,
100012000,,
83012000,,
91512000,,
92012000,,
91011000,,
100013000,,
102012000,,
92013000,,
92012000,,
93011000,,
91511000,,
91512000,,
100014000,,
91012000,,
91012000,,
96512000,,
102013000,,
91012000,,
99012000,,
91511000,,
92013000,,
92512000,,
83011000,,
90511000,,
102024000,,
91512000,,
93512000,,
93011000,,
93012000,,
92013000,,
98511000,,
91513000,,
92511000,,
96514000,,
91076000,,
91512000,,
